mobile,Model,sim type,display size,resolution,processor type,processor core,internal storage,ram,camera,network type,battery
Karbonn K31  (Black & Red),K31,Dual Sim,6.1 cm (2.4 inch),320x240$$Pixels,64 MB,64 MB,0.3MP,2G,1800 mAh
Gfive Z2  (Gold),Z2,Dual Sim,6.1 cm (2.4 inch),180 x 160 Pixels,20 MB,128 MB,2MP,2G,1500 mAh
Mymax M40  (Green),Dual Sim,4.57 cm (1.8 inch),320 x 400 Pixels,32 MB,32 MB,1.3MP,2G,1000 mAh
Lava 34 Super  (Black Red),34 Super,Dual Sim,6.1 cm (2.4 inch),240 x 320 pixels,SC6531E,32 MB,32 MB,1.3MP,2G,2500 mAh
MTR 227  (Black&Red),227,Dual Sim,4.5 cm (1.77 inch),120 x 240$$Pixels,64 MB,64 MB,0.08MP,2G,800 mAh
Do M3  (Black),M3,Dual Sim,4.57 cm (1.8 inch),128x160 Pixels,32 MB,32 MB,0.3MP,2G,1000 mAh
MTR 227  (Blue&Black),227,Dual Sim,4.5 cm (1.77 inch),120 x 240$$Pixels,64 MB,64 MB,0.08MP,2G,800 mAh
Zen Z8 DJ  (Black & Red),Z8,Dual Sim,6.1 cm (2.4 inch),480 x 854 Pixels,50 KB,1.3MP,2G,2800 mAh
Intex Turbo 210 Plus  (Coffee&Black),Turbo 210+,Dual Sim,6.1 cm (2.4 inch),240 x 320$$Pixels,32 MB,32 MB,1.3MP,2G,1700 mAh
"Vivo Y91 (Starry Black, 32 GB)  (2 GB RAM)",1816/PD1818GF_EX,Dual Sim,15.8 cm (6.22 inch),1520 x 720 pixels,Helio P22 (MTK6762R),Octa Core,32 GB,2 GB,13MP + 2MP,"3G, 4G VOLTE, 4G, 2G",4030 mAh
"Inovu A7 Combo Of Two Mobiles  (White&Red, Black&Red)",A7 Combo Of Two Mobiles,Dual Sim,4.5 cm (1.77 inch),160 x 128$$Pixels,32 MB,32 MB,0.08MP,2G,1000 mAh
I Kall K34 NEW Combo of Two  (Red & Green),K34 NEW Combo of Two,Dual Sim,4.57 cm (1.8 inch),240 x 320$$Pixels,32 MB,32 MB,0.3MP,2G,800 mAh
Blackbear i7  (Gold),i7,Dual Sim,6.1 cm (2.4 inch),420X320$$Pixels,64 MB,64 MB,1.8MP,2G,1450 mAh
Blackbear i7  (White),i7,Dual Sim,6.1 cm (2.4 inch),420X320$$Pixels,64 MB,64 MB,1.8MP,2G,1450 mAh
"Redmi 6A (Gold, 16 GB)  (2 GB RAM)",M1804C3CI,Dual Sim,13.84 cm (5.45 inch),720 x 1440 Pixels,Quad Core,16 GB,2 GB,13MP,"3G, 4G VOLTE, 2G",3000 mAh
MTR Hero  (White),Hero,Dual Sim,4.5 cm (1.77 inch),120 x 240 Pixels,64 MB,64 MB,0.3MP,2G,800 mAh
Forme Turbo1  (Black&Red),Turbo1,Dual Sim,4.57 cm (1.8 inch),240 x 320$$Pixels,15 MB,12 MB,1.2MP,2G,1800 mAh
JIVI 12M  (Black and Green),12M,Dual Sim,4.57 cm (1.8 inch),169 X 128 Pixel,32 KB,1 MB,2G,1000 mAh
MTR Mt Smart  (White),Mt Smart,Dual Sim,4.57 cm (1.8 inch),120 x 240 Pixels,64 MB,64 MB,0.3MP,2G,800 mAh
"Infinix Note 5 (Ice Blue, 64 GB)  (4 GB RAM)",X604B,Dual Sim,15.21 cm (5.99 inch),1080 x 2160 pixels,Mediatek helio P23 Octa core,Octa Core,64 GB,4 GB,12MP,"3G, 4G VOLTE, 2G",4500 mAh
Tambo A1805  (Blue),A1805,Dual Sim,4.57 cm (1.8 inch),128 x 160$$ Pixels,24 MB,24 MB,2G,1000 mAh
"HTC Desire 816G (Octa Core) (White, 16 GB)  (1 GB RAM)",D816h,Dual Sim,13.97 cm (5.5 inch),1280 x 720 Pixels,Octa Core,16 GB,1 GB,13MP,3G,2600 mAh
"VOTO V11 (Black, 16 GB)  (2 GB RAM)",Dual Sim,12.7 cm (5 inch),1280 x 720 pixels,Spreadtrum 9832,Quad Core,16 GB,2 GB,13MP,"3G, 4G VOLTE, 4G, 2G",3000 mAh
Micromax X809  (Black),X809,Dual Sim,6.1 cm (2.4 inch),240 x 320$$Pixels,32 MB,32 MB,1MP,2G,1000 mAh
Samsung Guru Music 2  (Gold),SM-B310EZDDINS,Dual Sim,5.08 cm (2 inch),128 x 160 Pixels,NA,2G,800 mAh
"Lenovo A5 (Black, 32 GB)  (3 GB RAM)",PADJ0040CN/PADJ0056IN,Dual Sim,13.84 cm (5.45 inch),720 x 1440 pixels,MediaTek MT6739,Quad Core,32 GB,3 GB,13MP,"3G, 4G, 2G",4000 mAh
Gfive Z2  (Gold),Z2,Dual Sim,6.1 cm (2.4 inch),180 x 160 Pixels,20 MB,128 MB,2MP,2G,1500 mAh
BlackZone Genius  (Silver & White),Genius,Dual Sim,4.57 cm (1.8 inch),320 x 240 Pixels,1 MB,1 MB,0.3MP,2G,1000 mAh
"VIVO V9 YOUTH (Black, 32 GB)  (4 GB RAM)",V9 YOUTH,Dual Sim,16.0 cm (6.3 inch),FHD+,Octa Core,32 GB,4 GB,16MP,4G VOLTE,3260 mAh
"Panasonic P100 (Black, 16 GB)  (1 GB RAM)",EB-90S50P1CK,Dual Sim,12.7 cm (5 inch),1280 x 720 Pixels,Mediatek MTK 6737 Quad Core,Quad Core,16 GB,1 GB,8MP,"3G, 4G, 2G",2200 mAh
Karbonn K31  (Black & Red),K31,Dual Sim,6.1 cm (2.4 inch),320x240$$Pixels,64 MB,64 MB,0.3MP,2G,1800 mAh
"Samsung Galaxy A50 (White, 64 GB)  (6 GB RAM)",SM-A505FZWGINS,Dual Sim,16.26 cm (6.4 inch),1080 x 2340 pixels,Exynos 9610,Octa Core,64 GB,6 GB,25MP + 5MP + 8MP,"3G, 4G, 2G",4000 mAh
Philips E105  (Black),E105,Dual Sim,4.57 cm (1.8 inch),128 x 160 Pixels,32 MB,32 MB,0.3MP,2G,800 mAh
Good One Magic  (Yellow),Magic,Dual Sim,4.32 cm (1.7 inch),240 x 320$$Pixels,32 MB,32 MB,0.3MP,2G,1000 mAh
Kara K16  (Gold & Black / Golden),K-16,Dual Sim,4.57 cm (1.8 inch),320 x 240 Pixels,1 MB,1 MB,0.3MP,2G,1700 mAh
Karbonn K49 Rock  (Black & Red),K49 Rock,Dual Sim,6.1 cm (2.4 inch),240 x 320 Pixels,32 MB,32 MB,0.3MP,2G,1750 mAh
